('曲江文旅 彩虹股份 光明地产 ST生态 ST常林 盛屯矿业 股海大咖的...', '2018-07-24 05:22:12')
('股市怪才吐露：指标都是马后炮，周线选股法是股市唯一50%获利法 $盛屯矿业 sh600711$ $顾家家居 sh603816$ $劲拓股份 sz300400$ $华菱星马 sh600375$ QueenieL的...', '2018-07-21 22:20:35')
('创业板强势站上短期均线，这么选股盈利概率高#盛屯矿业 sh600711[股票]# #华谊兄弟 sz300027[股票]# #方大炭素 sh600516[股票]# 智超财经的...', '2018-07-21 22:05:21')
('长生生物出事，冠昊生物大跌，应该是信托资金闻风而逃所致。股东中有信托的尽量少碰。盛屯矿业可能例外', '2018-07-21 12:51:21')
('发布了头条文章：《A股开启暴涨模式：盛屯矿业 远方信息 美力科技 瑞尔特》$盛屯矿业 sh600711$ $远方信息 sz300306$ $美力科技 sz300611$ $瑞尔特 sz002790$ \ue627 微博股票 |A股开启暴...', '2018-07-21 03:42:07')
('上一个交易周多方炮上传30周线$盛屯矿业 sh600711$', '2018-07-21 03:23:44')
('老练交易员的MACD选股战法，强势捕获买卖点#盛屯矿业 sh600711[股票]# #华谊兄弟 sz300027[股票]# #方大炭素 sh600516[股票]# 智超财经的...', '2018-07-20 01:26:44')
('发布了头条文章：《盛屯矿业(600711)：锂电池概念，遇特大利好腾飞，下周必创新高！》 $盛屯矿业 sh600711$ #600711盛屯矿业# |盛屯矿业(6...', '2018-07-19 23:39:13')
('发布了头条文章：《七月操作策略解读：华能国际 金桥信息 正泰电器 盛屯矿业》$华能国际 sh600011$ $金桥信息 sh603918$ $正泰电器 sh601877$ $盛屯矿业 sh600711$ #上证快讯# |七月操作策...', '2018-07-19 22:35:49')
('7-20 9:31特斯拉电池供应商松下公司表示，受美国对古巴制裁影响，公司已经暂停通过供应商采购古巴产钴原料，目前还无法判断具体影响规模。钴上市公司：寒锐钴业 华友钴业 盛屯矿业等', '2018-07-19 21:31:57')
('发布了头条文章：《盛屯矿业+中珠医疗：神秘人强行满仓增持！预警开启主升浪飙涨？》 $盛屯矿业 sh600711$ $中珠医疗 sh600568$ #上证指数sh000001# #股票分析# |盛屯矿业+...', '2018-07-19 10:39:20')
('锂电池又一龙头股强势回归，主力底部大单锁仓，有望封妖王#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# 颂娟评股的...', '2018-07-19 07:34:12')
('发布了头条文章：《盛屯矿业600711 ：主力暴力洗盘暗藏做多意图，此点企稳必将一飞冲天》 $盛屯矿业 sh600711$ #盛屯矿业 sh600711[股票]#股票分析[超话]#微博股票热议榜#微博股票[超话]#热门股票点评# |盛屯矿业60...', '2018-07-19 05:58:52')
('学精上升回档选股法，涨停逆袭归来，一触即发$彩虹股份 sh600707$ $光明地产 sh600708$ $盛屯矿业 sh600711$ 壹支小仙女...', '2018-07-19 04:52:16')
('自爆短线买入技巧，一旦介入连涨不停，牢牢记住$彩虹股份 sh600707$ $光明地产 sh600708$ $盛屯矿业 sh600711$ 壹支小仙女...', '2018-07-19 04:47:06')
('今日实盘：出西王食品、盛屯矿业、北京文化，进鲁抗医药、成都路桥、超声电子、科力尔，账户盈亏：-2.40%。', '2018-07-19 03:32:23')
('发布了头条文章：《盛屯矿业+中珠医疗：主力预警9亿加码!进攻年度龙虎榜榜首？》 $盛屯矿业 sh600711$ $中珠医疗 sh600568$ #上证指数 sh000001[股票]# #今日看盘# #股票# |盛屯矿业+...', '2018-07-19 02:57:13')
('沈阳一女教授说破股市：“七不买”口诀，熟背6条股市是娶款机 $凤凰B股 sh900916$ $南宁百货 sh600712$ $拉夏贝尔 sh603157$ $盛屯矿业 sh600711$ 姚晓浪的秒...', '2018-07-18 23:41:16')
('北京一老教授看破股市：27年坚持只做一种股票，学会后股市是印钞 $盛屯矿业 sh600711$ $诚邦股份 sh603316$ $亚威股份 sz002559$ $金新农 sz002548$ 李域悟看盘...', '2018-07-18 16:21:10')
('股市高手多年总结的“MACD”操盘口诀，朗朗上口，值得珍藏！$彩虹股份 sh600707$ $光明地产 sh600708$ $盛屯矿业 sh600711$ 壹支小仙女...', '2018-07-18 07:35:52')
('$中国电建sh601669$$上海电力sh600021$#300266兴源环境##600711盛屯矿业#保险行业终于要崛起了，主力47亿加仓，真龙觉醒登顶龙虎榜 先锋晓晓的...', '2018-07-18 05:59:30')
('发布了头条文章：《一成功交易者终极感悟：MACD和KDJ指标剖析 精髓极少人明确！》 #300266兴源环境##600711盛屯矿业##601330绿色动力##000576广东甘化#|一成功交易...', '2018-07-18 04:30:01')
('在中国股市炒股是一场不可能赢的游戏，拒绝6种错误选股方式#盛屯矿业 sh600711[股票]# #华谊兄弟 sz300027[股票]# #方大炭素 sh600516[股票]# 智超财经的...', '2018-07-18 04:00:14')
('今日实盘：出锋龙股份、大通燃气，进北京文化、振静股份，持仓西王食品、盛屯矿业。账户盈亏：-1.85%。', '2018-07-18 03:09:23')
('股市唯一不骗人的指标——“换手率”，字字珠玑，建议散户收藏！ $宏昌电子 sh603002$ $银龙股份 sh603969$ $盛屯矿业 sh600711$ $扬农化工 sh600486$ 3305079245...', '2018-07-18 02:19:38')
('老股民压箱底的成交量选股技巧，原来这么简单，精准把握买卖点 #盛屯矿业 sh600711[股票]# 杰森财经的...', '2018-07-18 01:20:45')
('【做有价值的追踪，做有态度的分享，做有质量的投资】深市的中报预告时间节点已经过去了，后面只有主板会零星的出预告，昨天业绩高增长的预告只有3家，$宝泰隆 sh601011$ $盛屯矿业 sh600711$ 两家还不错 |【20180718...', '2018-07-18 00:53:45')
('【半年报业绩】氯碱化工：半年报预增 47.27%片仔癀业绩快报：净利同比增长 42.88%巨化股份业绩快报：净利同比增长101.04% ...展开全文c', '2018-07-17 23:46:57')
('[半年报业绩]中信重工 601608 ：半年报预增198％宝泰隆 601011 ：半年报预增140％-156％盛屯矿业 600711 ：上半年净利润同比预增近九成长城汽车 601633 ：半年报预增52％氯碱化工 600618 ：上半年净利润预增47.27％巨化股份 600160 ：因产品涨价 上半年净利同比增101％ ...展开全文c', '2018-07-17 21:10:30')
('连续拉升，创业板已翻红，上证拉回到10天线，锂电股整体上冲高，当升科技、杉杉股份、盛屯矿业、新宙邦、科恒股份等快速飚升。', '2018-07-17 10:55:04')
('盛屯矿业：上半年预计实现净利润3.7亿元至4.2亿元，同比增加67%至89%，公司钴材料业务规模和业绩贡献同比实现大幅增长。(华尔街见闻7x24直播 不止是快) |实时快讯', '2018-07-17 10:10:19')
('和主力同步发现黑马，买点盯紧介入线，风险来了就赶快跑$彩虹股份 sh600707$ $光明地产 sh600708$ $盛屯矿业 sh600711$ 金花财经的...', '2018-07-17 08:52:23')
('新能源龙头天华超净昨天出现天地板的走势，今日继续弱势，但这条线依然很火热，围绕上游资源在做多，钴的合纵科技、盛屯矿业、寒锐钴业拉涨。当升科技（新高以后还有新高）也是波段上攻，有些趋势股就是按照自己的节奏来的，这类板基本都是可以打板做套利的。而低位的$星云股份 sz300648$ 直接跌停开 ...展开全文c', '2018-07-17 08:50:51')
('利好【盛屯矿业半年报预增67%-89%】盛屯矿业公告，预计2018年半年度实现归属于上市公司股东的净利润为3.70亿元至4.20亿元；与上年同期相比将增加1.48亿元至1.98亿元，同比增加67%至89%。主因公司钴材料业务规模和业绩贡献同比实现大幅增长。', '2018-07-17 07:52:34')
('发布了头条文章：《盛屯矿业(600711)：低估值重磅利好，下周望开启暴涨模式！》$盛屯矿业 sh600711$ \ue627 红包行情 #财经头条文章# @唐言轩分析 $三变科技 sz002112$ |盛屯矿业(6...', '2018-07-17 05:36:55')
('网页链接 今日停复牌沪市蒙电转股停牌起始日2018年7月19日。中体产业、盛屯矿业、东方银星[股评]、益丰药房停牌终止日2018年...|股海导航 7...', '2018-07-17 04:04:15')
('$宁德时代 sh300750$$盛屯矿业 sh600711$ 古泽选股的...', '2018-07-17 03:44:32')
('$武钢股份 sh600005$$盛屯矿业 sh600711$$张江高科 sh600895$ 杨超分析的...', '2018-07-17 03:06:23')
('发布了头条文章：《隐藏黑马股曝光：农业银行 盛屯矿业 工商银行 洛阳钼业》$农业银行 sh601288$ $盛屯矿业 sh600711$ $工商银行 sh601398$ $洛阳钼业 sh603993$ \ue627 财经头条文章 |隐藏黑马股...', '2018-07-17 03:04:28')
('盛屯矿业，2连板。含“钴”的股，就是这样牛气。我重仓投资的洛阳钼等几只正宗的钴股，该爆发了！看叶知秋。珍珠，时间会变成金山。', '2018-07-16 23:33:43')
('发布了头条文章：《一资深操盘手的讲述：怎么样画趋势线才更准确，熟读三点知买卖！》 $金龙机电 sz300032$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ $盛屯矿业 sh600711$ |一资深操盘...', '2018-07-16 23:32:40')
('想都不敢想，周二早上股市卷起千层巨浪，散户下午如何操作？$武钢股份 sh600005$$盛屯矿业 sh600711$$张江高科 sh600895$ 杨超分析的...', '2018-07-16 23:32:17')
('想都不敢想，周二早上风口放出紧急消息，韭菜下午如何操作？$盛屯矿业 sh600711$$张江高科 sh600895$$中国平安 sh601318$ 古泽选股的...', '2018-07-16 23:07:30')
('发布了头条文章：《中线布局就看这些了：中信证券 工商银行 农业银行 盛屯矿业》 \ue627 股票 #牛股推荐# #上证快讯# $中信证券 sh600030$ $工商银行 sh601398$ $农业银行 sh601288$ $盛屯矿业 sh600711$ |中线布局就...', '2018-07-16 23:02:24')
('发布了头条文章：《皓轩论股：盛屯矿业+京山轻机+银邦股份+田中精机》$京山轻机 sz000821$ $银邦股份 sz300337$ #股票分析# #股票# #上证指数 sh000001[股票]# |皓轩论股：...', '2018-07-16 22:23:05')
('发布了头条文章：《盛屯矿业(600711)：重大事件主力吹响反攻号角，后市暴涨拉升！》 $盛屯矿业 sh600711$ \ue627 红包行情 #财经头条文章# @唐言轩分析 $三变科技 sz002112$ |盛屯矿业(6...', '2018-07-16 22:00:49')
('人工智能第一龙头79跌至5元,大股东增持7000万股,18年将超罗牛山#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# 颂娟评股的...', '2018-07-16 21:44:50')
('竞价看异动：超跌概念股$维科技术 sh600152$ 、英特集团，业绩预增概念股$京威股份 sz002662$ ，5G概念股纵横通信、中兴通讯，并购重组概念股盛洋科技、盛屯矿业，富勒烯概念股通产丽星，独立个股亚夏汽车、三联虹普', '2018-07-16 21:26:40')
('600711并购过会，盛屯矿业 进军姑业，按照标的科立鑫18-20年的业绩承诺分别为1亿元、2.15亿元和3.5亿元计算，本次收购PE为12倍，低于钴行业平均PE。科立鑫全资子公司大余科立鑫拟开工建设10，000吨钴金属新能源材料项目。2018-2020年EPS0.65元，0.85元和0.99元，对应停牌前收盘价8.09元，公司的动态P ...展开全文c', '2018-07-16 19:54:27')
('“集合竞价”是A股唯一赚钱黄金指标，新手背熟，将实现千万梦想 $温氏股份 sz300498$ $蓝焰控股 sz000968$ $苏试试验 sz300416$ $盛屯矿业 sh600711$ 小正太Ente...', '2018-07-16 16:47:55')
('今日强势板块：超跌：涨停15家：龙一维科技术，龙二英特集团，龙三金安国纪业绩：涨停10家 ：龙一京威股份，龙二海达股份，龙三耐威科技5G ：涨停8家 ：龙一意华股份，龙二纵横通信，龙三中兴通讯重组 ：涨停5家 ：龙一盛洋科技，龙二盛屯矿业，龙三益丰药房 ...展开全文c', '2018-07-16 08:45:11')
('钢铁板块面临崩塌了！三大龙头集体释放解禁消息：三钢闽光 新钢股份 安阳钢铁$向日葵 sz300111$$武钢股份 sh600005$$盛屯矿业 sh600711$ 古泽选股的...', '2018-07-16 08:10:47')
('今日盘面解读：沪深创同步低开，深证低开幅度最小。开盘竞价方面：市场总龙头天华超净高开7.25个点，盛屯矿业，茂业通信重组上会利好消息刺激，盛屯矿业一字涨停开盘，业绩预增消息刺激，京威股份涨停开盘，半年报业绩预增，海达股份涨停开盘，汽车整车板块低开，安凯客车低开6.31个点，长安汽车低 ...展开全文c', '2018-07-16 05:01:05')
('今天，我的盛屯矿业一字涨停，爱尔眼科大涨，虽说zg股市一样黑暗，但是毕竟资金是由自己操控，对我个人而言，还是做股票踏实啊！ |武汉·杨园...', '2018-07-16 02:33:10')
('发布了头条文章：《涨停股揭秘：发行股份购买资产事项获无条件通过盛屯矿业涨停》 |涨停股揭...', '2018-07-16 02:21:29')
('分享自黑马巡视员 《道氏技术：股东户数连续四个季度大幅减少》 - ... (来自 @头条博客) -截至早盘收盘，在钴业股中，$盛屯矿业 sh600711$ 因定增收购资产获得证监会批准而涨停，$寒锐钴业 sz300618$ 涨0.15%，$道氏技术 sz300409$ 将收购佳纳能源剩余49%股权，从而实现100%控股非洲刚果（金）的M ...展开全文c', '2018-07-15 23:47:31')
('【停牌个股】无【复牌个股】华闻传媒、东方银星、中体产业、哈工智能、益丰药房、华鹏飞、茂业通信、盛屯矿业、海达股份', '2018-07-15 22:39:31')
('让子弹飞一会 分歧转一致 这是今天地表最强的板[奋斗]中兴通讯是近期最精彩的操作 7.2号买完半小时涨停 7.11号买完 次日涨停 7.13号加仓 今天涨停$中兴通讯 sz000063$ $锐科激光 sz300747$ $纵横通信 sh603602$ $金力泰 sz300225$ $盛屯矿业 sh600711$', '2018-07-15 22:04:06')
('【重组获批】茂业通信、盛屯矿业；【股东拟回购】完美世界、潍柴动力、维维股份、利德曼；【股东增持】泛海控股、中牧股份；【股东拟增持】华闻传媒、中华企业、国投资本、中南建设、大连圣亚。【股东拟减持】山东威达、智慧松德、华脉科技、惠伦晶体、*ST佳电。【今日复牌】中体产业、华闻传媒 ...展开全文c', '2018-07-15 21:14:07')
('#投资达人说# #今日看盘# @微博股票 $华帝股份 sz002035$ 华谊兄弟 sz300027$ 复牌个股：中体产业、华闻传媒、茂业通信、盛屯矿业、哈工智能、东方银星、益丰药房、海达股份、华鹏飞。限售股解禁：中国中铁、三爱富、张家界、宝塔实业、联明股份、来伊份、鼎信通讯、伟星股份 ...展开全文c', '2018-07-15 20:52:08')
('【公告：复牌】华鹏飞：终止重组筹划收购军懋科技 股票复牌华闻传媒：终止筹划重大资产重组 继续推进现金收购 股票复牌茂业通信、盛屯矿业：重组过会 股票复牌 ...展开全文c', '2018-07-15 12:33:37')
('周末利好：下午六点十六分，中国股市强劲反弹即将到来$向日葵 sz300111$$$武钢股份 sh600005$$盛屯矿业 sh600711$ 古泽选股的...', '2018-07-15 06:03:19')
('鹏起科技 :近期蠢蠢欲动,低点恰是介入时机! $三丰智能 sz300276$ $盛屯矿业 sh600711$ $常山药业 sz300255$ $金字火腿 sz002515$ 姚晓浪的秒...', '2018-07-15 03:43:06')
('供应链金属“融资”成功，个股全线火箭升空：盛屯矿业 逸帆分析的...', '2018-07-15 03:23:17')
('$东方财富 sz300059$$盛屯矿业 sh600711$#300647超频三##000063中兴通讯#重磅！周末利好不断，散户大胆拥抱新一轮的小牛市吧！ 先锋晓晓的...', '2018-07-15 01:35:02')
('“线上阴线买”是股市唯一600%获利法，句句经典，值得散户收藏 $天常股份 sz300728$ $美都能源 sh600175$ $开立医疗 sz300633$ $盛屯矿业 sh600711$ 李域悟看盘...', '2018-07-13 07:46:45')
('香港62岁退休老股民：27年坚持只做一种股票，字字珠玑，建议珍藏 $龙泉股份 sz002671$ $恒锋工具 sz300488$ $盛屯矿业 sh600711$ $麦迪科技 sh603990$ 李域悟看盘...', '2018-07-12 17:41:00')
('中国股市厚积薄发,主力底部大举加仓,明日有望不断破新高！$彩虹股份 sh600707$ $光明地产 sh600708$ $盛屯矿业 sh600711$ 壹支小仙女...', '2018-07-12 08:33:01')
('芯片第一龙头横空出世，中报业绩暴增748倍，本周飙升成定局#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-12 08:03:59')
('国产芯片又一股横空出世，季报暴增13转45派7元获批，有望启动主#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-12 05:26:33')
('最郁闷股民诞生，暴跌10％，560亿封单跌停，散户：我还没跑！#600309万华化学##600711盛屯矿业##002230科大讯飞##603799华友钴业# 黄泽评股的...', '2018-07-12 03:27:04')
('A股大事件，半导体第一妖股遭豪资抢筹，本周最大的赚钱机会就在这个版块上！$南方航空 sh600029$$康美药业 sh600518$$盛屯矿业 sh600711$ 杨超分析的...', '2018-07-12 03:10:24')
('中国芯片第一龙头跌至7元，业绩巨增62%，7月有望飙涨封妖#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 22:01:57')
('石墨烯第一龙头：主力悄然在下方抢筹48亿，收涨停板#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 20:37:28')
('A股最“黑”的黑天鹅诞生，机构疯狂增持48亿，股民：欲哭无泪#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 09:51:20')
('主力开启新年最大变局：反弹利剑直插空头心脏，大牛行情从此启动#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 07:51:53')
('$东方财富 sz300059$$盛屯矿业 sh600711$#300647超频三##000063中兴通讯#不想再忍！股市巨变全面爆发，周四亿万股民神魂颠倒！ 先锋晓晓的...', '2018-07-11 04:27:53')
('macd金叉不断放大 超跌反弹信号已发出 股民跟上这波行情$武钢股份 sh600005$ $盛屯矿业 sh600711$ $张江高科 sh600895$ 壹支小仙女...', '2018-07-11 03:39:23')
('央企改革+OLED概念：遭主力61万锁仓，将迎来主升浪#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 02:02:29')
('A股大佬终于出手了，强势出击：永和指控 格力电器#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-11 01:34:55')
('中兴通讯:7月最“走运”的小散，大股东加仓6亿，小散：要让天知道，我不后悔$向日葵 sz300111$$武钢股份 sh600005$$盛屯矿业 sh600711$ 郭老师看盘...', '2018-07-10 23:33:46')
('上次，我的盛屯矿业，2.5日停牌，4.10日出来，2个涨停，卖了。前几天，刚刚接回来，7.5日，又停牌了。出来，涨停？跌停？ |赤壁·赤马...', '2018-07-10 08:36:40')
('炒股老司机二十年不翻车，秘诀竟是要学会“刹得住车”！太精辟了 $金诚信 sh603979$ $盛屯矿业 sh600711$ $藏格控股 sz000408$ $XD鼎胜新 sh603876$ 李域悟看盘...', '2018-07-10 04:25:35')
('发布了头条文章：《南宁百货+盛屯矿业+苏美达+光明地产：未来走势分析以及后期操作技》 $南宁百货 sh600712$ $盛屯矿业 sh600711$ $苏美达 sh600710$ $光明地产 sh600708$ |南宁百货+...', '2018-07-10 02:45:44')
('救市奇兵已经来临，酝酿已久的大牛市就要来了，中国股市要变天了！$$武钢股份 sh600005$$盛屯矿业 sh600711$ 郭老师看盘...', '2018-07-10 02:29:29')
('中国股市：引爆世纪之战，主力一大阴谋正来袭，触底反弹就要开启了！$武钢股份 sh600005$$盛屯矿业 sh600711$ 江雅凡分析...', '2018-07-10 02:01:20')
('股市唯一“不骗人”的6大盘口顺口溜，一旦熟记股市就是取款机！ $盛屯矿业 sh600711$ $快意电梯 sz002774$ $吴江银行 sh603323$ $民生银行 sh600016$ 李小麦同学...', '2018-07-09 10:20:18')
('实时播报：【证监会：盛屯矿业、茂业通信重组事项13日上会】证监会9日消息，证监会并购重组委定于7月13日审核茂业通信(000889)、盛屯矿业(600711)发行股份购买资产事项。', '2018-07-09 07:39:20')
('"尾盘买入选股”，记住一根均线"CCI"，学会出手就是涨停 $周大生 sz002867$ $应流股份 sh603308$ $盛屯矿业 sh600711$ $麦趣尔 sz002719$ 我的小蜗牛...', '2018-07-09 06:01:13')
('国产软件第一龙头强势归来，业绩暴增52%，本月强势登榜#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-09 04:34:46')
('A股下周走势消息一旦被坐实，大盘走势已成定局#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-09 04:22:07')
('$东方财富 sz300059$$盛屯矿业 sh600711$#300647超频三##000063中兴通讯#大盘暴跌时代已结束，A股下周大盘欲将井喷上扬！ 先锋晓晓的...', '2018-07-08 03:49:10')
('发布了头条文章：《一资深操盘手总结：买卖点的精华，值得千万散户学习，仅此一次！》$东方财富 sz300059$$盛屯矿业 sh600711$#300647超频三##000063中兴通讯#|一资深操盘...', '2018-07-08 02:10:16')
('草根股神分享“均线”追涨技巧，简单实用，必能抓龙头股一夜致富 $完美世界 sz002624$ $雪人股份 sz002639$ $恒大高新 sz002591$ $盛屯矿业 sh600711$ yokki阳sup...', '2018-07-08 01:29:36')
('网页链接 今日停复牌沪市盛屯矿业、雷鸣科化、国泰集团停牌起始日2018年7月6日。长春一东停牌终止日2018年7月5日。深市茂业通...|股海导航 7...', '2018-07-07 08:34:27')
('行情依旧捉摸不定，7月6日是个重要的时间节点，届时美国是否发布贸易关税，市场都在观望，注定本周行情不太好。可以关注的票：美菱电器（更名）、盛屯矿业（锂+停牌上会）、宏辉果蔬、近期强势龙头股的回调5日线或10日线的机会（石油、外汇、高送转等）谨慎为主，减少出手。', '2018-07-06 02:41:05')
('中国真正牛逼的只有一种人：MACD正确方式，足够让你翻倍盈一辈子#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-05 22:19:34')
('中国股市MACD指标详解，轻松选好股，抓住买卖要点！#盛屯矿业 sh600711[股票]# #中弘股份 sz000979[股票]# #中国铝业 sh601600[股票]# #德生科技 sz002908[股票]# 颂娟评股的...', '2018-07-05 22:05:28')
('今日停牌：茂业通信、永泰能源、盛屯矿业、雷鸣科化、国泰集团今日复牌：广州浪奇、*ST百特、三垒股份、华锋股份、长春一东', '2018-07-05 21:55:51')
('盛屯矿业停牌了，好还是坏？重组去吧，不管你了！', '2018-07-05 21:31:36')
